,review,rating
206,"Picture & sound quality good,Storage is not 8 gb there is only 2.8 gb,https://m.media-amazon.com/images/I/51-RmznbJjL._SY88.jpg,Good tv i like it,https://m.media-amazon.com/images/I/71R-NmGhkYL._SY88.jpg,,It's a nice smart android television support all the web OTT platform,Nice ,product worth for the price",4.2
207,"2nd purchase review....Purchased on 17 July 2019, dash charge STOPPED WORKING on 15 September 2019... Within 2 MONTHS...BUT.... When I contacted them on the given WhatsApp number, they right away sent me a new cable the very next day....5 stars for keeping the promise and professionalism....------------------First purchase review:Writing after 6 months of usage...Everything happened as expected and written below after purchase... After 5-6 months, Cable stopped PC connectivity.... Then after a month it started showing problems in charging... It used to charge in one position only, and charging used to stop with little movement...Finally had to replace it with new one after 6-7 months....Since the price is now reduced to 300, so I will say good product in this price... Not long lasting... If you want a reliable, long lasting, long length cable , go for original from oneplus showroom....--------------------------(Initial review written just after purchase)Yes, it supports dash charge, and no heating issues... (Using it since 3 days).One NEGATIVE point is short length... It is 1 meter long ... Original cable is 1.5 meters... So it is difficult to use my phone while charging.....Other NEGATIVE point I can figure out is that cable is really hard... In my experience hard cables break more often than soft pliable ones... It is not easy to put a hard cable in my bag without putting strain on it (for daily commute to office)... this makes them to break easily before time.....Hard cables are also not easy to use when the mobile is charging... It puts strain on both the points, the charger side and mobile side, which again makes it vulnerable to cracks...This raises a question on longevity of the cable.....Let's do some calculations.....My original OnePlus cable lasted for 2 years, cost of which at present is Rs.1100.... it was soft, easy to bend and keep in my bag while traveling daily for work.... The Rs.1100 cable online is 1.5 meters long, which makes it easy to work on phone while it is plugged.....Popio cable costs Rs.400 at present (but they show it 999 , which means price may rise) ... So, even if it lasts for 6-8 months, it will be more costly to me than an original cable in 2 years... Popio cable is 1 meter long, against 1.5 meters of original cable... So effective price of popio cable is Rs.500 for 1.5 meter cable...Popio cable is 1 meters long against 1.5 meters of original cable... Which makes it not easy to use the phone while it is charging.... Using a short cable while charging puts strain on the cable and phone's charging port, which is damaging for both, and also decreases life of both the cable and charging port.....They say you have to consider cost while writing review... But you should also consider cost on long run, not just the immediate cost.... ..So, if u are thinking of changing your phone in coming future and don't want to spend too much on cable, Popio is the best option available....But, if you are looking for a long term solution, and you can afford to buy Rs.1100 cable, I will suggest to go for the original one.... It has more length, it is soft, and it lasts longer with moderate use...,I ordered this cable for 330/- in the sale yesterday. When i plugged in the cable it wasn't charging Rapidly on my OnePlus. But then immediately i booked for a replacement cable which arrived this morning and i plugged it in and voila! ""Charging Rapidly "" Thankful,2nd purchase review....Purchased on 17 July 2019, dash charge STOPPED WORKING on 15 September 2019... Within 2 MONTHS...BUT.... When I contacted them on the given  WhatsApp number, they right away sent me a new cable the very next day....5 stars for keeping the promise and professionalism....------------------First purchase review:Writing after 6 months of usage...Everything happened as expected and written below after purchase... After 5-6 months, Cable stopped PC connectivity.... Then after a month it started showing problems in charging... It used to charge in one position only, and charging used to stop with little movement...Finally had to replace it with new one after 6-7 months....Since the price is now reduced to 300, so I will say good product in this price... Not long lasting... If you want a reliable, long lasting, long length cable , go for original from oneplus showroom....--------------------------(Initial review written just after purchase)Yes, it supports dash charge, and no heating issues... (Using it since 3 days).One NEGATIVE point is short length... It is 1 meter long ... Original cable is 1.5 meters... So it is difficult to use my phone while charging.....Other NEGATIVE point I can figure out is that cable is really hard... In my experience hard cables break more often than soft pliable ones... It is not easy to put a hard cable in my bag without putting strain on it (for daily commute to office)... this makes them to break easily before time.....Hard cables are also not easy to use when the mobile is charging... It puts strain on both the points, the charger side and mobile side, which again makes it vulnerable to cracks... This raises a question on longevity of the cable.....Let's do some calculations.....My original OnePlus cable lasted for 2 years, cost of which at present is Rs.1100.... it was soft, easy to bend and keep in my bag while traveling daily for work.... The Rs.1100 cable online is 1.5 meters long, which makes it easy to work on phone while it is plugged.....Popio cable costs Rs.400 at present (but they show it 999 , which means price may rise) ... So, even if it lasts for 6-8 months, it will be more costly to me than an original cable in 2 years... Popio cable is 1 meter long, against 1.5 meters of original cable... So effective price of popio cable is Rs.500 for 1.5 meter cable...Popio cable is 1 meters long against 1.5 meters of original cable... Which makes it not easy to use the phone while it is charging.... Using a short cable while charging puts strain on the cable and phone's charging port, which is damaging for both, and also decreases life of both the cable and charging port.....They say you have to consider cost while writing review... But you should also consider cost on long run, not just the immediate cost.... ..So, if u are thinking of changing your phone in coming future and don't want to spend too much on cable, Popio is the best option available....But, if you are looking for a long term solution, and you can afford to buy Rs.1100 cable, I will suggest to go for the original one.... It has more length, it is soft, and it lasts longer with moderate use....,Product is nice,It's worth buying and quality is great,The product does not support the fast charging for oneplus 7t,The quality of the wire is great. The charging speed is good and the transfer rate is somewhat less compared to original OnePlus Cable,Good quality, long lasting",3.9
208,"Good product,The wire worked fine for 1.5 months then started problems. for a few days, I could not understand why my phone did not charge whole the night and then i realized, the cables automatically stops working and starts on their own wish, when checked came to know the product had only one month's warranty,This is so good. Charging quality is amazing. Durability is also good. Worth buying,Good product,I am extremely happy with the charger. It is working fine.,It's not a fast charger, infact the charging works only one side. Doesn't work as a data cable as wel. Wouldn't recommend if someone is looking for data + charging. One time usage product.,Liked the product alot. Value for money,Good Product",3.7
209,"The remote is exact like the original one. But its not a Universal remote. However, for a given price its value for money, works well.,Tata Sky remote for Rs. 140 (incl. taxes & free delivery) is worth money spent. It is not original but working fine. What more you expect at this lowest cost and promptest delivery.,Qulaity is not very good but ok as per price,Looks different from my original remote but working fine as of now,Order placed for 2 remote controls and received only 1,Good product but please ship with batteries.,Not as expected,It's good",3.6
210,"Good projector for this price range...nice picture quality.. stylish design and finishing also good but low audio volume.it's better to use extra speakers...,Good quality for the price,It was amazing to see it in big picture at home.. and the pixel projector was rocking... but one thing we can enjoy the big picture well in minimal or no light....,The projector is soo good for a small home theatre!! The video output is damn good from a small device!!! Connected it with my Amazon fire stick!! I'm really satisfied with the purchase! ❤️,I will put a detailed review after a month. However at first glance, this product is worth for 6500 rupees you pay.,,I give 5 out of 5 star because resolution is 720p.,",4.0
211,"Value for money,The remote is compatible with our Tata sky box and does the job,It didn't last for more than 15 days and has stopped working. Absolutely waste of money. Please don't go for this product,Ok types for the value,Waste product,  don't sale other waste of money,It is good, works well with my Tatasky. Re durable, will come to know later. So far good,I've ordered this remote without knowing that it is not returnable.It do not work with the TV and not even with the Set Top Box. It asks for another remote (original) in order to catch signal and configure, in what world I would buy this nonsense if I do have the original remotes working.Instead Ordered the remote with Tata Sky which will work with Set Top box and TV,It works",3.5
212,"Sufficient length,excellent build quality ,good alternative to generic cables,Strong cable, the cable ends are nearly like rubber. GOLD coated. Cable is also of high thickness.,Why I bought this ?I have DVR rack, for DVR which is far above the reach limit hence I need a mouse to be connected to the USB port of the DVR which is in the rack above reachAny alternatives?Wireless mouse didn't work well with my particular DVR, had lots of lag,  hence I had to resort to a USB port extender with ample lengthResult :Very sturdy cable able to connect to my DVR and connection is stable .Amazon basics is very reliable.,This cable is good for any device that needs extension over USB 2.0 like printers, TVs, gaming consoles, keyboards etc.The build quality is good. Cable material is soft so it will not break. Connectors are gold plated and will not rust.But remember, this cable will not give USB 3.0 speeds even if you connect it to a USB 3.0 port.,For Usb 2.0 , any usb 3.0 if used will behave as usb 2.0Type: ADirection: female to maleFunction: extension of length of usbBuilt: average  not cloth/fibre braiderLength: as mentionedWorks for all connections: yes [including pc\printer\console pen drive etc ],Product is as per description,Good as expected.",4.5
213,"I was looking for durable cable for my ipad cause the cable apple provides in the box feels pretty flimsy, and doesn't really inspire confidence. Also, i use my Ipad primarily for gaming, so it is almost always connected to my pc while gaming.So, i needed a really sturdy cable, that could charge, sync and and feel good while doing it.And this cable does the job perfectly!!It is sturdy. My ipad has taken a few drops my table and was saved my this cable. Even after 3 months of daily abuse, this cable has no signs of wear and tear.The charge speed is the same as the original apple cable. And so is the sync speed.One thing this cable does better than the original cable is the connection quality. It hardly ever accidentally breaks the connection while moving around too much, which was a problem with my original cable.I'm very satisfied with the purchase and i even have a spare one in case of an emergency.,Quality cable material. It feels durable. Charges my iPhone just fine. Thanks Amazon.,,,The product is good, build quality is good and does what's said in the description of the product. But it stopped working within 6 months of usage. The prod was ordered in Apr 22 and now in Sept 22 its  not charging the phone at all.I have contacted Amazon for the same and looking forward for their help.,Used it as a back up to charge phone in car. Apple car play has stopped working intermittently when using this cable,Good product but phn was getting heat while its chrgeing,This cable is working great. It's durable and charging power is also good.Recommended👍",4.2
214,"The remote works well and is pleasantly compatible with the system.,It's a good Remote. All the functions are working for tatasky,Nice quality,The back cover was loose and fragile.,👌,Good,मैंने tata play का remote मंगवाया था. पर वो काम नहीं कर रहा था. फिर रिटर्न के लिए apply किया. आज 19 दिन हो गए ना ही remote मिला और ना ही refund.,Very prompt replacement of the defective Remote for TV",3.8
215,"Nice product,Nice product,Ok good,,Good,अच्छा,Only for home drama and cinema experienceGood to buy in this price rangeReview after two months its working fine without any issues,",3.8
216,"Update after 9 months of use:1. The TV is still going strong - all the good points mentioned in the original review below are still true and very happy with the TV.It's as if OnePlus have been listening to their customers! After recent firmware updates, the issues I had mentioned have almost disappeared.1. We can now arrange and move apps (YouTube, Netflix) as per our wish on the home screen itself. I am finally able to put YouTube first as it is the most used app for my toddler.2. There is no more wifi disconnect issue noted earlier.3. Prime Video still shows errors sometimes. Though I think that's an issue with the app and not the TV.Strongly recommend this TV!Original Review:I took a leap of faith in purchasing this TV as there were mixed reviews for it. However, after using it for 2 months, the following are my observations:Good:1. The picture quality is fantastic. There is no lag while watching/forwarding 4k/8k videos.2. I saw a youtube review which said its brightness was low compared to other models - The brightness is more than you would ever need from a TV. I have never needed to run it on full brightness till now, up to 40 works for me. For my toddler to watch rhymes, I set brightness to 0, and even then it is more than needed.3. There were a few reviews that said the sound quality was average and you need a soundbar. I disagree - I have watched movies with up to 50 sound and that is good enough for a 1000 sqft hall.4. Voice command - it is quite accurate and I am able to change nursery rhymes for my toddler while working in the kitchen which is around 15 - 20 feet away.5. Being able to control the TV from app is also a very useful feature - no need to look for remote. Being able to cast from the app also helps a lot. It would be even better if everything on phone (not just pictures and videos) could be cast using the appNot so good:1. If the TV goes to sleep/screensaver for more than 10 minutes,a. it often gets disconnected from wifi - have to restart it againb. prime video fails to resume - displays error - and have to restart the TV againc. On the home screen, you cannot rearrange apps to have your preferred apps first. You can do it in apps window which is useless as you need to navigate to it first - easier to navigate to your preferred app in the home screen itself.,Only Cons till now got, fast moving object looks blurr, which was known before buying by other user review, but i got this tv in 32 k,Ao over all satishfied,Only minus that too critical is the installation service provider.The product is to installed by v care installation services provider.The installation service provider is a total waste and not responded properly.Actual date of installation was on 21.02.22 but was only done by the service provider on 27.10.22.The executive who attended the installation is a total waste person and don't know how to behave to the customer.He behaved very rudely.The installation service provider is a total damage and waste. Not at all worth.,,Awesome quality of pictures and some issues with smart features like in app installation and in connection from smart phone only audio player in work properly but video not show in tv.,Dolby atom 4 k video etc,Good,Good",4.1
217,"I'm using this from 6 months back, it's working for me till now.,Must buy. Works well. I hv order this for Amazon fire stick. Still having no issues. Highly recommended.,Good one.,keep it up,Nice product,I am using it for firestick. works perfectly fine . The cable is lengthy no quality loss till yet.ps:- i will update if there is any issues,,Looks like cheap, but works fine",4.3
218,"Working as expected,Good product, Perfectly works with Amazon Firestick,Works,Works well, no lagging and disconnecting issue. Good quality.,Very Good Connector,I bought it for my projector as my HDMI cable was short to reach the port. I joint 2 HDMI cable with the help of this coupler. I warked like a chram and saved me money to buy a long cable.,Product is good but not working with Fire tv stick.,Good fit",4.4
219,"This is bed product low quality material use,I bought it during travel works perfect,This is my second cable and it is good and alternative to Apple ones but need to check the durability down the lane,Extremely happy with Quality and Sturdy,Good one! No more changing of cables every year or soo.,As I need for apple carplay support this is perfect with no lag. Anyone who has usb type A port in car needs this one to run apple CarPlay seemlessly.,Extremely durable and efficient for car,Charging is very slow it takes more than 3 hours for full charge, also the battery capacity is getting decreased from 93% to 90% & that's bad 😑 used it for a week but it was performing the same",3.9
220,"Looks durable Charging is fine tooNo complains,Charging is really fast, good product.,Till now satisfied with the quality.,This is a good product . The charging speed is slower than the original iPhone cable,Good quality, would recommend,https://m.media-amazon.com/images/I/81---F1ZgHL._SY88.jpg,Product had worked well till date and was having no issue.Cable is also sturdy enough...Have asked for replacement and company is doing the same...,Value for money",4.2
221,"Durable but little slow,Buy at 300+ rsLocal market we can get it 150-200/-Functionality and durability ok, but price point is bit high..,Poor quality.battery drains fast,TV on off button defective,The remote is working fine. I want to reset the Airtel remote. How do I do it?,Working,Review after i raise Complaint to Customer care: They really took it on priority and resent the new product. Its really working fine as of now.Waste of buying it. Most of the keys stopped working within a month. And not even 2 months whole remote is not working.,Awesome product works very well",3.8
222,"I'm using it for Dell 22-inch monitor and I found it difficult to fit, hence I had to visit the fabrication shop to smoothen the corners else it is really good,,Good,Quality of the product is good. But it didn't clearly suit the Samsung monitor I have. I had to remove a specific part behind the monitor and adjusted this wall mount. Till now no issue.,Product is good. I am using Benq ex2780q monitor. Holds well enough but there are only 2 places to screw it in. This makes you doubt sometimes weather this can hold up the weight of the monitor. I have been using it for the past 2 months and haven't faced any issue.Another problem with this montioe is the rubber that is used for rotating the montioe is cheap and gets broken initially only. But replaced with proper nuts and this worked fine for meFinal verdict: good monitor wall mount easily taking 5kg of weight on it.Could have been better if the rubber material and count of screw holes in the wall mount be more,Great product at reasonable rate. Very easy to install. Very sturdy product. Never feel like monitor will fall down.👍🏻,Self install a bit difficult. The plate connecting to monitor could have been removable and drop in clamp . This would make fixing a breeze,It's doing the job well. My 27"" monitor is holding it firmly on the wall.",4.1
223,"Good,Using it for Samsung Z Fold 4 with an Ambrane 30W charger.Fast charging works. Side on design is very practical.Sturdy build. Well worth the money.,Very useful,Very nice in this price range,The cable quality is great and its built well, both sides are L shaped connectors ( 1 side of the cable should have been regular as L shaper port blocks other ports and if you have a mobile stand you can't use this cable.Its very bad for data transfer even a 1 gb file takes 5 or more minutes.Great for charging, supports fast charging as well. If you want a cable just for charging your phone its great.Updating review after getting a replacement, now it doesn't even fast charge my phone. Returned it.,Product is good.But sometimes there are little bit charging problem seen.It shows disconnected from charging while it is plugged in.BTW, some weeks later it eaten by our goat😂Then I bought one new.,Best quality cable at best price,Short review: Go for it if you are looking for a C2C charging cable at 60W or less. Sturdy and stylish with an added advantage of 90° connectors.[Deal price: ₹139]Long review:I have been using Portronics products lately and I have to appreciate the quality and innovation they bring to the end users.Products I own from Portronics: • My Buddy k3 • Brillo 3 • Power Plate 7 • Mobot one • Clamp M • Konnect LAll the products I bought from Portronics not just met my expectations but they performed beyond that. It made me start building trust on the brand.I use S21 ultra which can be charged at 25W and this cable supports the same with the Samsung's original charger. I strongly believe the product would work at the rated power delivery (60W).It looks and feels sturdy and I am expecting it to be durable too.The 90° ends keep the cables away without out interfering with the work space. Works the best when playing battle royale games as the cable won't come in the way.The grey and black colour combination works as a charm and would blend in with Apple devices.Data transfer speeds are yet to be tested. I will update here once I have enough inputs on the same.After using multiple cables from Ambrane, Wayona, Wecool, and more brands Portronics definitely stands as a good contender for all of them that serve the same purpose.Verdict: I would definitely recommend this Type-c to Type-c cable if you need to charge devices at 60W or less.",4.1
224,"https://m.media-amazon.com/images/I/61T7yiKCRXL._SY88.jpg,Good,good one installation very fast sound good quality good service better ever and everything is good and totally satisfied product,Good,HD and non hd separateEverything is absolutely to the expectations,Ok,I was using Tata sky from around 10years.When i got installed it was around 2500rs that is really looting middle class people and also for recharge i use to pay 350rs and really it was very horrible situation in the past. Village people are really looted a lot from these installation people, so called Engineers.One day I was checking Google and found this set-up box with 1000rs and shocked and felt it was some joke.Then after approaching Amazon i got to realise it is true.And i ordered one box for my 55inch LG UHD TV as they expected so called Engineers  never came on time.And i had a call with customer support to get it cancelled. Then they responded and came to deliver and installing.These engineers are really talented and started adding prices for every thing that i have already paid. ex. Remote, Wire, Antenna.They started charging for every little thing. There i got to realise, how these people looting uneducated or unaware people.So please be aware when ever you are purchasing any product check and ask questions for everything.Product Review:  Product is upto my mark. Quality of the video and HD channels with a less price is really amazing. Tata sky is the mark of materials and picture quality software is really great and easy to use.,Thank you",4.3
225,"Cheap price.... Looks good..... Value for money....,Product is not strong , assembled pets are loose and not fixed firmly . Works fine with Samsung . Have to wait and see it's durability,You can buy it, nice,Can buy,very good suitable for my samsung tv,Plastic quality not good,True to its name, it works absolutely fine with the Samsung led.Just the Netflix and prime buttons aren't there bt great to use otherwise,Plastic quality is not good",3.7
226,"Superb… am writing this after 2 months usage… simply super product… should go blindly… never dissatisfied..,Ok,Can buy in in this price range,Delivery was fast but the product quality is just fine not very promising.Issue: The battery got struck into the remote, though it is working fine for my Sony D100 but I may have to either break the remote to take out the battery, rest I think everything is fine at the price.,Excellent.working super,First remote I received was not working, but seller replaced it and that is working fine.,Price is good.Quality is also super,Thank you so much for selling this product with best price.",4.0
227,"Like ok,Product as specified,Good,,Yes it's very good product,I tried many wires, but only this worked on my sansui 65inch. 2years warranty from the seller is the best part,Sometimes not working properly,The product works nice, no lags in video/audio, definitely worth every paisa spent on it.I cant comment on its durability after a week of use. I need more time.",4.2
228,"Product is not working after 2 months,Boat💕,Nice product,Worth a buy,Really satisfying quality and product is still working fine.,Worth itSame as original,Not worthy,Thik aaw",4.1
229,"Like : quick data transfer, Dislike: geting hot itself in 2 minutes and let other pendrives getting hot also.,Product, Built quality, Transfer speed all good. Small in size so easy  hold and carry anywhere. But the bill i received nothing is visible on it.,Not charge fast..not looks 20w charger..cable are good,well,I purchased it to copy stuff from my phone to USB and vice versa. It works well for that purpose. The fitting is perfect and no connection issues.,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/71JnAsJtMUL._SY88.jpg,Good product.,Working fine",4.3
230,"Amazon should provide 2 mtr cable length, very good quality,Nice item, received in good packaging.,The cables is perfectly working and there is no color difference with it.,It works perfectly with GTX 1650 Super (Asus TUF) and DELL 2520D with single desktop across dual monitor setup (multi-stream). The trick to figuring out is how the cable fits your DP port, both sides. This fit in snugly with GTX and I knew this is gonna work. No need to do any voodoo with pulling cables, powering off this and that, to make DP cable work, just works straight out of the box.Strangely, this cable didn't support my Logitech G603 (wireless gaming mouse) Lightspeed connection. The dongle is attached to the 1st of the two DELL 2520D Monitors. Mouse works when I am viewing over Type-C PD Display with my Laptops. Otherwise Audio, Video, resolution , refresh rates didn't bother.Durability could be a question, let's wait and observe over the days. A lot have commented that this cable didn't last long.,Best in the budget.,This is not Vesa certified cable. sometimes the monitor  goes black for 3 to 4 second.,,The product is good, Its been almost a week I am using this cable. I am using a LG 24GM77 Monitor (1080p 144Hz) As soon as I installed this cable the display went on default refresh rate (60 Hz). Then I went into windows display settings (as Nvidia settings didn't have refresh rate more than 60 Hz) to change the refresh rate to 144 Hz and it switched without any issues. Avoid jerks to the monitor as I figured the display goes off for a brief 1 or 2 secs post jerking. Rest the cable quality is good, However locks to the display ports could be appreciated. Rest all is fine. I hope this review might be helpful. Thank you.",4.4
231,"It's very good peace what I read.,Institutions free is very expensive and difficult prasasan but thanks for Amazon,My review is after 2 months of buyExcellent Mi Tv 55inchI like the its built quality.Picture quality is osm and working good no issue with display 55 inch is much big and in dark looks like theater experienceSound quality better and much loud, bass is good with 40w speakerWorking good with no issue and Android with no lag good storage with all ports with Dolby vision hdr 10No issue with pachtwallConsI face an issue with Chromecast, i think i should be solved on tv updateOther all features are amazingMust buy it ....,Good,Nice clarity good product,Good tv for reasonable rate. So far the tv is working fine and the picture quality is also excellent. Sound quality is also good but low compared to Sony or Samsung, anyways I have connected to sound bar so that does not matter me anymore. Voice recognition and commands work fine. All in all its a good tv to buy.I am only disappointed about is that i had ordered tv with 8gb internal memory but i got was 4gb. I really dont understand the logic behind it.,Good for low budget peopels,,After 3 months my tv screen gone.",4.3
232,"It's doesn't support Alexa (What is mentioned in product description, it's wrong),Excellent purchase. Feeling the videos are little bit darker. Any body can help me to set it in a good clarity video. Like which mode i have to select, brightness level, contrast level,......,A master piece has arrived from sansui.excellent picture quality. sound quality for a medium sized room is too good. was astonished to hear its sound for the first time.people tends to go for sony lg samsung, but have a look at this tv before shelling out atleast 10000 more bucks for a branded one. I also have sony, marq and tcl tvs. except sony, it can compete with other higher end brands too.wl use it for six months and wl update further.installation was not done from vecare even after scheduling but amazon on complaining sent to install on the same day.In nutshell, superb VFM tv from a renowned old brand.got a 55 inch variant for 29000 rs during sale.,Picture quality ok sounds good,Quality of the picture iis ok,In this price picture quality is good.sound quality big drawback..rest all good#bang for a buck,Good purchase... meets expectations on picture and sound...and very competitively priced...should have RCA outlets also.,Service to be made available at doorstep",4.3
233,"Good compatible product,Like,Remote is working nicely just the up button and down button is working a little slow else is fine,This button is very soft,Originality. Used as remote control,The buttons are very hard,Best Remote u can get👍👍,No syncing needed, just put batteries in and use it",3.5
234,"After 1-2 months , it has become worse and my phone dosent charge or takes too much time like 11 to 12 hours. Sometimes it doesnt even connect to the phone.Dont buy it, dont buy any other cheap cables. Prefer the branded ones, they will be expensive but worth your money and time.,Okay but not supprting 18 w fast charging,Fast charging,i like verymuch,,Charger worked for hardly 20 days after delivery.,Nice Charging Cable for Samsung m30,",3.9
235,"👍,works very well and its still going great even after 3 months of use ! It supports PD and it has a solid build quality, have a couple of them and it's been good so far ! Go for it blindly,Decent product, I have tested with my samsung s20 FE, it is supporting fast charging. I hope the cable is durable, I will update my review in future if I face any further issues.,Worth the price.,Belkin name is enough I think.It's very nice and sturdy.Breading over it make it premium too.Very nice to have one.,good quality,Instead of buying one cable every year or carrying torn cables, just buy this. I think this is a lifetime investment. The ends are covered so well that they will never tear.,Good quality at an affordable price.",4.5
236,"Just got delivered, there's lag in remote, it takes like 2-3 secs after pressing the remote key.Like I said, when you can't find the original remote to buy this can be handy.,No voice communication,It is acceptable for the price ( INR 399 )  , works as intended , however buttons require additional force as it's hard.,The best thing about the remote is , obviously, that it worked. No problems, just put in the batteries(which, honestly, should have been included) and it worked. The flip side is that the fit and finish is atrocious. It's so badly finished, that when i first saw it i thought it was a fake..it couldn't possibly be real..but..for the price, and the function, it was perfect.,Not good, because far not remote TV.Near TV only,voice recognition is not available with this remote control so i return the item rest item is good for rest of the things.,Good Remote IR CENSOR AND GOOD BUY. Instead of buying Bluetooth one you can buy this one with affordable price.,ok for emergency , keys are hard and might not work after 6 months but is compatile with tcl android 32 inch tv",3.4
237,"Affordable, available and multi purpose cable best suitable for traveling and reducing overall cables to carry,Warking fine 🙂 build also good,It is a nice cable as it fits in most of the phones and devices.Sturdy one, no fear of damage by wear and tear.However, I felt that the cable is heated up substantially with higher currents.This uncommon in standard phone cables provided by OEMs.,I have been using this cable from last few months and very much satisfied with the this product and i recommend to go for it.,The cable quality is very good. Charging time is good with availability of different cable types.,Considering the price compared to competitors at market, this is cheap, but no compromises have been made with respect to sturdiness or quality. The wires are wonderful, despite using it for more over a month now, no issues at all were faced regarding wire tangling, torn out wires etc. Very sturdy and pretty easy to carry.Regarding charging speed, it delivers what it promised. The quality of the ports are also solid, no issue had been faced at all.Packaging was great, performance of the product even greater. The wires are long enough, though in my personal opinion, a little bit more lengthy would be icing on the cake, making the product absolutely a perfect one!Overall, very happy with purchasing it. A great VFM product for all those having multiple type devices with them. This one single cable has a solution to charging it all!,Warp Charge is working fine and satisfactory. Lightning cable is working in normal condition rather than Fats charging.But overall the product is awesome and felt 100% value for money.,like",4.0
238,"Shown 2 pieces, received only one. Also it's not 6ft at all as mentioned. Did feel cheated. Charging is ok. The reason i opted for this is Just that I needed one iPhone charger with USB port.,It is actually set of 2 three feet cables, both working fine for me. Bought for emergency use and having no issues after a month.,Bought 2months back only.product is good,Nice and value for money,Good product but be prepared for long lead time,Misleading Title and descriptionIt's not 6ft cable,Better to use original item,Just bought it so not sure of durability or sturdiness but it was very cheap and so wasn't sure how good will it work but it works perfectly fine",4.0
239,"Good Packaging.. Wire Quality is Good.,Very good quality but the wire is 15 meters only at least should be 20 meters for the price......😓,I am using this with an F&D A140x as my satellite speakers' wires were getting very flimsy. Out of the box these cables are very thick compared to the ones my speakers had before.After replacing the cables with these ones I noticed two things right away1. My speakers are louder2. The sound quality is much betterOne thing you wanna be careful is that these cables stick out like a sore thumb in front of white walls, so if you are like me who cares about the looks, you might wanna cover these with cable raceways or even paint them like I am planning to do.,Wire is very best quality but cost not worth for it,Durability n quality is absolutely good.,The product is 16 gauge pure copper multi thread wires. Sound quality is impressive.Bears a Black band for +ve/-ve distinction,I've seen many reviews where people complain that this cable is not Copper, its Aluminium and even some saying its fake. So I thought I'll clear some doubts about this product.ITS TRUE! This is not a pure Copper cable, its Copper clad Aluminium. Infact most of the speaker cables are Copper clad Aluminium. Majority of the audio signal travel through the outer edge of the conductor (skin effect), hence the Copper cladding. Thicker the cladding, better the audio quality, this cable only got a thin cladding of Copper The Steel/Aluminium reinforced center is for a more durable conductor. Now no where in the description Amazon has mentioned that this is a pure Copper cladding cable, so just need to get your expectations right. You simply cannot expect Oxygen free pure Copper cable at this price (Rs 400). You will not find a decent 16 gauge Copper speaker cable for less than Rs 2000.This is a cheap 16 gauge speaker and it does the job very well. This cable is more than enough to deliver good sound to your speakers. Cable quality is average but you get what you pay for. Now if got some high end speakers, then I won't recommend this cable.,Good",4.4
240,"Everything is fine but it is bulky and hard, it should be softer and thinner.....,Thank you  Amazon very good charging cable 👍,Good,Good one,quality is good. worth for 150-200 ₹. short but durable.,Very Good product . Satisfied..,This is fast charging C pin USB!You can purchase it.,Nice product at price of below 100",4.0
241,"I purchased the cable for my Galaxy Note 9 in July 2022. Have been using it since and it works neat. The cable is tough due to its braided nature.,Overall good for usage, not faced any quality issues. C point section is also good to fit properly in mobile. You can go for it.,Most expensive cable I have ever purchased. Probably the best cable too. Giving 1 star less for the premium pricing.I bought this as the long cables dont work well with Android Car. This works very well. Go for it if you have to connect with Android Auto.,Short review:This eliminates a need to wrap long cables around the handlebar when the phone is mounted on it for navigation. Compact and powerful. Best suited for motorcycle mobile mounts and powerbanks.[Price bought at: ₹309]_______________________________________________________________________________________Long review:I used to wrap long charging cables around the handle bar so that it won't come in the way while turning. After being fed up of wrapping cables to handlebars, I wanted something short just to sit there and charge device and clear the clutter on motorcycle handle. This is just what I wanted.I have a Mobile mount that looks like BOBO gears jaw grip mount from local stores and that delivers 5v ~2.4A. Tried few cables from local stores and they either die or doesn't charge the device enough when it is in use. Even when the device is not in use, the charging rate used to be low.That is when I have decided to give this one a try as I was always hesitant that ₹300+ for a short cable is too high. Now I am pretty happy with the purchase that it can fetch the complete charging capacity of the mobile charger and deliver it to the device. I did a 400kms roundtrip and this has been a saviour. I am yet to check if the claimed QC3.0 is true but at least it serves the purpose on my motorcycle handlebar so I have no complaints. I will update when I get a chance to test that.Coming to the design and quality, the braided cable looks rugged and the metal connectors feel solid. As I am going to use it only on the motorcycle, I am sure I will put it through some abuse and I can comment on the same when I revisit this review for updates.Durability:I will have to use it more and update this review on the durability perspective, as my first Wayona dash charge cable I used for Oneplus 6 died in 3 months. But thankfully it was replaced under warranty. That shows how good the support is from Wayona team. I only had to record that the cable died and doesn't charge any more and they too that video as evidence to replace the product.Verdict:If you are looking for a short cable for mobiles on  or for charging devices from powerbanks, I would definitely recommend this cable.,Data transfer is quite fast, and also, compatible with my QC adapter.,Good,Excellent... Worth for the money,Nice wire, fast charge.",4.3
